index,id,title,duration,duration_min,url,is_short_duration_le_60,categories
146,PEXQCtSbONY,생강은 사오지 말고 오징어는 사오라는 고양이ㅣ밈야옹철의 짤밈분석,527.0,8.78,https://www.youtube.com/watch?v=PEXQCtSbONY,False,기타/엔터테인먼트
147,-G9Awy3tmeI,수의사들이 고양이 보호소에 가면 벌어지는 일🙀,609.0,10.15,https://www.youtube.com/watch?v=-G9Awy3tmeI,False,건강/진료
148,pEfhkIC2lkc,동물병원 싹쓸이하는 고양이 환자 유형ㄷㄷ..,700.0,11.67,https://www.youtube.com/watch?v=pEfhkIC2lkc,False,건강/진료
149,yZnHUjk-GWY,고양이 키우는 사람들의 소름돋는 공통점 | 미야옹서베이,610.0,10.17,https://www.youtube.com/watch?v=yZnHUjk-GWY,False,기타/엔터테인먼트
150,My6ybvVAiVk,지난 6년간 미야옹철의 냥냥펀치에게 보내주신 사랑…,605.0,10.08,https://www.youtube.com/watch?v=My6ybvVAiVk,False,기타/엔터테인먼트
151,mWjnUXRx-kk,"발톱깎기, 약 먹일 때 반드시 필요한 고양이 안는 법",419.0,6.98,https://www.youtube.com/watch?v=mWjnUXRx-kk,False,건강/진료
152,81j05uHEhoU,꾹꾹이로 사람 차별하는 고양이..왜 나한텐 안해주는데!!,737.0,12.28,https://www.youtube.com/watch?v=81j05uHEhoU,False,기타/엔터테인먼트
153,a6y6qwRwBAE,우리집 고양이는 나를 좋아할까?,364.0,6.07,https://www.youtube.com/watch?v=a6y6qwRwBAE,False,행동/감정;생활/돌봄
154,MeCl8PZHlrs,[4K] 공주핑 고양이 실존이잔아💓,407.0,6.78,https://www.youtube.com/watch?v=MeCl8PZHlrs,False,기타/엔터테인먼트
155,k0U5OBI7v8Q,고양이가 당신을 꼬시고 있다는 증거,436.0,7.27,https://www.youtube.com/watch?v=k0U5OBI7v8Q,False,기타/엔터테인먼트
156,vO-VSHKNX3A,말 안 해도 티나는 고양이 집사들의 특징,446.0,7.43,https://www.youtube.com/watch?v=vO-VSHKNX3A,False,생활/돌봄
157,DKoiTFVR2iI,"고양이가 물 때 대처, 이론만 빠삭하세요?",576.0,9.6,https://www.youtube.com/watch?v=DKoiTFVR2iI,False,기타/엔터테인먼트
158,dNVaIUeyqWM,"고양이 예방접종, 인터넷 믿지 마세요ㅣ집사메이커 lv.9",227.0,3.78,https://www.youtube.com/watch?v=dNVaIUeyqWM,False,건강/진료;생활/돌봄
159,CX2M4R6p4-E,화장실 망부석 고양이🚽,685.0,11.42,https://www.youtube.com/watch?v=CX2M4R6p4-E,False,생활/돌봄
160,yEHLHaI7eFE,[v-log] 감성에 미치고 고양이에 미친 아저씨의 파리 여행🇫🇷,415.0,6.92,https://www.youtube.com/watch?v=yEHLHaI7eFE,False,기타/엔터테인먼트
161,KKApQVZnFxU,(충격) 수의사 속터지는 릴스 고양이의 진실ㅣ밈야옹철의 짤밈분석,437.0,7.28,https://www.youtube.com/watch?v=KKApQVZnFxU,False,건강/진료
162,P3A5OetBpD8,고양이랑 사람이 이렇게 닮을 수 있나요?AI 아니죠?,466.0,7.77,https://www.youtube.com/watch?v=P3A5OetBpD8,False,기타/엔터테인먼트
163,c4oHWbd6LQw,고양이에게 무시 당하고 있다면ㅣ고양식탁 빵먹다살찐떡 편,861.0,14.35,https://www.youtube.com/watch?v=c4oHWbd6LQw,False,건강/진료
164,MwP8C9yhS9E,우리집 고양이는 바보일까? 고양이 지능 테스트🤓,544.0,9.07,https://www.youtube.com/watch?v=MwP8C9yhS9E,False,생활/돌봄
165,bDbVBbv41Yk,여기 다녀와서 애들 사료 싹 바꿨습니다,384.0,6.4,https://www.youtube.com/watch?v=bDbVBbv41Yk,False,생활/돌봄
166,oO38sHvNDrg,눈떠보니 집사가 수의사...? 묘생역전 길출신 고양이의 사연,494.0,8.23,https://www.youtube.com/watch?v=oO38sHvNDrg,False,건강/진료;생활/돌봄
167,T-1e59AM6jY,불행한 고양이는 '이렇게' 밥을 먹습니다 밥먹는 모습으로 보는 고양이의 건강,533.0,8.88,https://www.youtube.com/watch?v=T-1e59AM6jY,False,건강/진료
168,JIoxeDoe_og,수의사가 알려주는 고양이 이동장 교육ㅣ집사메이커 lv.8,221.0,3.68,https://www.youtube.com/watch?v=JIoxeDoe_og,False,건강/진료;생활/돌봄
169,tW0sbcqU_cs,고양이 키우는 사람은 강아지 싫어하나요?,377.0,6.28,https://www.youtube.com/watch?v=tW0sbcqU_cs,False,기타/엔터테인먼트
170,8wzqoO9IWf8,극악의 상황! 미야옹철의 선택은?,382.0,6.37,https://www.youtube.com/watch?v=8wzqoO9IWf8,False,기타/엔터테인먼트
171,9So8K_yMGi8,펠리세트를 아세요? 세계최초 고양이 우주비행사👩‍🚀,712.0,11.87,https://www.youtube.com/watch?v=9So8K_yMGi8,False,기타/엔터테인먼트
172,MClI6t8UQ3g,전세계 고양이에 도른자들을 프랑스로 불러들인 이유,464.0,7.73,https://www.youtube.com/watch?v=MClI6t8UQ3g,False,기타/엔터테인먼트
173,4XDK6azZANE,귀여운걸 보면 깨물어주고 싶고 화가 나는 과학적인 이유,318.0,5.3,https://www.youtube.com/watch?v=4XDK6azZANE,False,기타/엔터테인먼트
174,a1IfZd9IfUM,고양이 앞에서 옷 벗지 마세요👕,604.0,10.07,https://www.youtube.com/watch?v=a1IfZd9IfUM,False,생활/돌봄
175,yz-EaGvRS1Q,간택하는 고양이는 관상이 따로 있다? 고양이 관상가 미야옹철,502.0,8.37,https://www.youtube.com/watch?v=yz-EaGvRS1Q,False,기타/엔터테인먼트
176,uclIZXVZRpY,고양이들이 동물병원 제일 많이 가는 이 '질병',422.0,7.03,https://www.youtube.com/watch?v=uclIZXVZRpY,False,건강/진료
177,dD8B9kPWy10,고양이 발톱은 절대로 “이렇게” 자르시면 안됩니다ㅣ집사메이커 lv.7,222.0,3.7,https://www.youtube.com/watch?v=dD8B9kPWy10,False,건강/진료;생활/돌봄
178,_yx5k0KzbRk,목에 카메라를 달고 나간 고양이가 찍어온 충격적인 영상 공개! (feat.으으냥),734.0,12.23,https://www.youtube.com/watch?v=_yx5k0KzbRk,False,기타/엔터테인먼트
179,tHhMD_pMx3A,전세계 고양이들은 이 고양이를 본받아야 합니다,509.0,8.48,https://www.youtube.com/watch?v=tHhMD_pMx3A,False,기타/엔터테인먼트
180,70qXeM31MYc,기가 약하면 보지마세요! 수의사가 들려주는 고양이 괴담,592.0,9.87,https://www.youtube.com/watch?v=70qXeM31MYc,False,건강/진료
181,5cZWaO9Uetg,무지개다리 건넌 고양이에게 전하고 싶은 말ㅣ고양식탁 펀치넬로 편,1172.0,19.53,https://www.youtube.com/watch?v=5cZWaO9Uetg,False,기타/엔터테인먼트
182,6LxHOcvSsAI,고양이가 “이 행동”을 한다면 동물병원 가셔야 합니다,622.0,10.37,https://www.youtube.com/watch?v=6LxHOcvSsAI,False,행동/감정;건강/진료
183,5CiVhHxM3_4,"고양이의, 고양이에 의한, 고양이를 위한 미야옹철의 하루",440.0,7.33,https://www.youtube.com/watch?v=5CiVhHxM3_4,False,기타/엔터테인먼트
184,v9KFfxrceqQ,집에서 3초만에 고양이 비만 판단하는 법 (갈비뼈 만져보기 아님),589.0,9.82,https://www.youtube.com/watch?v=v9KFfxrceqQ,False,생활/돌봄
185,nOKOkOBaUS4,충격! 고양이가 자는 위치의 의미 | 미야옹서베이,517.0,8.62,https://www.youtube.com/watch?v=nOKOkOBaUS4,False,기타/엔터테인먼트
186,o9v-AgXqCis,이렇게 동그랗고 동그란ㅣ묘종백과 브리티시 숏헤어 편,573.0,9.55,https://www.youtube.com/watch?v=o9v-AgXqCis,False,품종/지식
187,jFIhAYGP0J8,내가 개냥이가 될 상인가? 고양이 관상소 드디어 오픈🥳,672.0,11.2,https://www.youtube.com/watch?v=jFIhAYGP0J8,False,기타/엔터테인먼트
188,gS9iF3Y4LOc,"고양이 집사 단골 질문, 수의사가 답해드립니다!",668.0,11.13,https://www.youtube.com/watch?v=gS9iF3Y4LOc,False,건강/진료;생활/돌봄
189,kR0TerIg3Yg,집사들이 의외로 모르는 “고양이 코”의 비밀 4가지,426.0,7.1,https://www.youtube.com/watch?v=kR0TerIg3Yg,False,생활/돌봄
190,l2bY4GyNgWQ,고양이 집사님! 🧹청소는 이렇게 하셔야 안전합니다🧹,447.0,7.45,https://www.youtube.com/watch?v=l2bY4GyNgWQ,False,생활/돌봄
191,FFHBkxHVGBk,"고양이는 집사의 ""이걸""  닮게 됩니다 (논문 ㅇ)",378.0,6.3,https://www.youtube.com/watch?v=FFHBkxHVGBk,False,생활/돌봄
192,0GHFLZ7OqrA,레전드 아깽이들의 비밀ㅣ밈야옹철의 짤밈분석,403.0,6.72,https://www.youtube.com/watch?v=0GHFLZ7OqrA,False,브이로그/서사
193,XgTbOIR4UJA,"SUB) 저는 고양이를 위해 ""이걸"" 매일할 수 있어요ㅣ미야옹철의 가정방문 스텔라장 편",808.0,13.47,https://www.youtube.com/watch?v=XgTbOIR4UJA,False,기타/엔터테인먼트
194,c2ev1lauTRs,sub) “세 번째 아빠”와 상황극 하는 첨지 춘봉이의 진실,641.0,10.68,https://www.youtube.com/watch?v=c2ev1lauTRs,False,기타/엔터테인먼트
195,iVACNj4vMbA,난생처음 보는 고양이 문제...수의사도 틀렸습니다❗️,455.0,7.58,https://www.youtube.com/watch?v=iVACNj4vMbA,False,건강/진료
196,NLrHrQl1G9o,이런 길고양이는 절대 냥줍 하지마세요 (냥줍에 대한 모든 것),369.0,6.15,https://www.youtube.com/watch?v=NLrHrQl1G9o,False,기타/엔터테인먼트
197,pU_AIbLO9C0,고양이 안 키우는 사람들의 솔직한 이야기 | 미야옹서베이,407.0,6.78,https://www.youtube.com/watch?v=pU_AIbLO9C0,False,브이로그/서사
198,mm5yvw6Thew,"고양이 입양 전, 반드시 알아야 할 것 총정리",908.0,15.13,https://www.youtube.com/watch?v=mm5yvw6Thew,False,기타/엔터테인먼트
199,l9SPCg4Zb4k,모르는 고양이 5마리가 계속 따라온 충격적인 이유,495.0,8.25,https://www.youtube.com/watch?v=l9SPCg4Zb4k,False,기타/엔터테인먼트
200,g6Lwv5_Sjo4,글로벌 사료 브랜드의 충격적인 비밀❗️,712.0,11.87,https://www.youtube.com/watch?v=g6Lwv5_Sjo4,False,생활/돌봄
201,VV-bv3tz3Cs,인데 고양이 없는 사람도 좋아하는 것,95.0,1.58,https://www.youtube.com/watch?v=VV-bv3tz3Cs,False,행동/감정
202,4bJlFhL3zRI,"수의사가 알려주는, 1초만에 고양이 기분 파악하는 법ㅣ집사메이커 lv.6",292.0,4.87,https://www.youtube.com/watch?v=4bJlFhL3zRI,False,건강/진료;생활/돌봄
203,v4NsrKS9iTk,고양이에게 이게 위험하다고? 총정리!,1442.0,24.03,https://www.youtube.com/watch?v=v4NsrKS9iTk,False,기타/엔터테인먼트
204,GyVtSkuedEE,고양이가 잘 때 제발 만지지 마세요(feat. 수의사),580.0,9.67,https://www.youtube.com/watch?v=GyVtSkuedEE,False,건강/진료
205,BsHpaJ1-yrI,국민 식물인 “이것” 고양이에게 위험하다고?,509.0,8.48,https://www.youtube.com/watch?v=BsHpaJ1-yrI,False,기타/엔터테인먼트
206,as6QgH7b_-I,SUB) 전국 고양이 집사들은 이 12살 소년을 본받아야 합니다ㅣ미야옹철의 가정방문 오레오래치즈 편,653.0,10.88,https://www.youtube.com/watch?v=as6QgH7b_-I,False,건강/진료;생활/돌봄
207,xRSpI_1Cs5Y,사람이 많이 걸리는 질병 중 “이것”은 고양이에게 전파됩니다,469.0,7.82,https://www.youtube.com/watch?v=xRSpI_1Cs5Y,False,건강/진료
208,3OIMNw-LhhQ,수의사가 인정하는 천재 고양이 3대장,441.0,7.35,https://www.youtube.com/watch?v=3OIMNw-LhhQ,False,건강/진료
209,TqQDriLJSWY,입양 직후 집사가 가장 많이 하는 실수ㅣ집사메이커 lv.5,208.0,3.47,https://www.youtube.com/watch?v=TqQDriLJSWY,False,생활/돌봄
210,2xBY7b0b_mM,한국에서 두번째로 많이 키우는 고양이ㅣ묘종백과 페르시안 편,679.0,11.32,https://www.youtube.com/watch?v=2xBY7b0b_mM,False,품종/지식
211,WtsDlTOBLUU,(충격!) 수의사한테 동물의 숲 시키지 마세요,838.0,13.97,https://www.youtube.com/watch?v=WtsDlTOBLUU,False,건강/진료
212,5B3olseTKu8,"집사는 몰랐던, 고양이가 싫어하는 의외의 소리 TOP 6",489.0,8.15,https://www.youtube.com/watch?v=5B3olseTKu8,False,생활/돌봄
213,3KYVMmwe-z4,"화장실, 사냥놀이, 사료 등 고양이와의 동거 전 알아야할 십계명ㅣ집사메이커 lv.4",225.0,3.75,https://www.youtube.com/watch?v=3KYVMmwe-z4,False,생활/돌봄
214,sJqhNVubRds,(광고x) 절대 후회하지 않을 개꿀잼 인생작 추천,406.0,6.77,https://www.youtube.com/watch?v=sJqhNVubRds,False,기타/엔터테인먼트
215,gFOHbXFldsk,"고양이 궁디팡팡, 제발 이렇게 하지 마세요 (feat.수의사)",435.0,7.25,https://www.youtube.com/watch?v=gFOHbXFldsk,False,건강/진료
216,tXUiRAUKFxU,수의사가 인정한 역대급 개냥이 3대장💖,557.0,9.28,https://www.youtube.com/watch?v=tXUiRAUKFxU,False,건강/진료
217,XC059alyEwY,고양이 수의사가 말하는 집사 필수템 & 꿀팁ㅣ집사메이커 lv.3,218.0,3.63,https://www.youtube.com/watch?v=XC059alyEwY,False,건강/진료;생활/돌봄
218,TlWlANP8u-k,고양이가 불행하다는 '진짜' 증거 7가지,597.0,9.95,https://www.youtube.com/watch?v=TlWlANP8u-k,False,기타/엔터테인먼트
219,LFKFqgZG9hc,19금💋 핫한 고양이 모음집ㅋㅋㅋㅋㅋ,497.0,8.28,https://www.youtube.com/watch?v=LFKFqgZG9hc,False,생활/돌봄
220,x6bHLkIlPDQ,미치도록 사랑스러운 관종ㅣ묘종백과 샴고양이 편,790.0,13.17,https://www.youtube.com/watch?v=x6bHLkIlPDQ,False,품종/지식
221,wszGtLqVftA,지금 당신이 먹는 그 과일 때문에 고양이가 죽을 수 있습니다,393.0,6.55,https://www.youtube.com/watch?v=wszGtLqVftA,False,기타/엔터테인먼트
222,YkYwJ9ww0-I,귀 안들리는 보호자를 위해 고양이가 선택한 방법ㅣ밈야옹철의 짤밈분석,402.0,6.7,https://www.youtube.com/watch?v=YkYwJ9ww0-I,False,생활/돌봄
223,fKjI9tsa8xc,나에겐 어떤 고양이가 딱 맞을까?ㅣ집사메이커 lv.2,196.0,3.27,https://www.youtube.com/watch?v=fKjI9tsa8xc,False,생활/돌봄
224,dWaInRL_Gas,집사야 손이 짜다,22.0,0.37,https://www.youtube.com/watch?v=dWaInRL_Gas,True,생활/돌봄
225,lStn8zvbJfY,(감동주의) 서로에게 구원이 되어준 냥줍 이야기ㅣ미야옹철의 가정방문 뚜리뚜바랑 편,684.0,11.4,https://www.youtube.com/watch?v=lStn8zvbJfY,False,브이로그/서사
226,ZywGfwc_F6M,고양이에게 사랑받고 싶다면 '이런 집사'가 되세요,691.0,11.52,https://www.youtube.com/watch?v=ZywGfwc_F6M,False,생활/돌봄
227,ls2_hbBwzNY,큰언니만 싫어하는 고양이의 진실…보름이 언어통역!,622.0,10.37,https://www.youtube.com/watch?v=ls2_hbBwzNY,False,기타/엔터테인먼트
228,GBBz9IlSrQk,'이거'에 해당되면 고양이 입양하지 마세요ㅣ집사메이커 lv.1,303.0,5.05,https://www.youtube.com/watch?v=GBBz9IlSrQk,False,생활/돌봄
229,5_LwQRahaYk,고양이가 나를 쳐다보는 이유 9가지👀,539.0,8.98,https://www.youtube.com/watch?v=5_LwQRahaYk,False,기타/엔터테인먼트
230,x5ftR9HnXPQ,고양이 있는 집은 크리스마스 이렇게 준비하세요🎄,483.0,8.05,https://www.youtube.com/watch?v=x5ftR9HnXPQ,False,생활/돌봄
231,mxd1UnI3000,인간에게 그루밍 당했을 때 고양이 반응 ㅋㅋㅋㅋㅋㅋ,379.0,6.32,https://www.youtube.com/watch?v=mxd1UnI3000,False,기타/엔터테인먼트
232,TTbPjXXmEgo,지금 당신 옆에 있는 그 음식 때문에 고양이가 죽을 수 있습니다,564.0,9.4,https://www.youtube.com/watch?v=TTbPjXXmEgo,False,생활/돌봄
233,tLggN9Dqbgk,대한민국에서 가장 많이 키우는 고양이는 이렇습니다ㅣ 묘종백과 코리안숏헤어 편,885.0,14.75,https://www.youtube.com/watch?v=tLggN9Dqbgk,False,품종/지식
234,vpLmppciGEA,고양이가 사료를 이렇게 먹으면 동물병원에 가보세요!,541.0,9.02,https://www.youtube.com/watch?v=vpLmppciGEA,False,건강/진료;생활/돌봄
235,-BWfTmxCRRc,김사모 트리🎄,91.0,1.52,https://www.youtube.com/watch?v=-BWfTmxCRRc,False,기타/엔터테인먼트
236,AZNNegsDLpE,빈대 잡다 고양이 잡은 후에 후회하지 말고 이 영상부터 보세요!,444.0,7.4,https://www.youtube.com/watch?v=AZNNegsDLpE,False,기타/엔터테인먼트
237,z886hW6vNnw,sub) 임보냥이 오면 첫째냥은 무조건 스트레스 받을까?ㅣ미야옹철의 가정방문 쫀떡이 편,745.0,12.42,https://www.youtube.com/watch?v=z886hW6vNnw,False,행동/감정
238,pISc-2fk7Zg,미로에 고양이 50마리가 살고 있다고❓직접 다녀왔습니다,424.0,7.07,https://www.youtube.com/watch?v=pISc-2fk7Zg,False,건강/진료
239,kuoM0BUiM_M,고양이가 죽기 전에 보이는 의외의 8가지 행동,800.0,13.33,https://www.youtube.com/watch?v=kuoM0BUiM_M,False,행동/감정
240,HvwQ88eFz-E,집사라면 공감 1000%!! 고양이 수의사의 명언이라는 것이 폭발한다 (in 제주펫페어),357.0,5.95,https://www.youtube.com/watch?v=HvwQ88eFz-E,False,건강/진료;생활/돌봄
241,MpMhDMeTw14,결혼 7년차 유부남에게 연애프로그램 섭외가 들어왔다,671.0,11.18,https://www.youtube.com/watch?v=MpMhDMeTw14,False,기타/엔터테인먼트
242,XyybPqgki3U,지금까지 속여서 죄송합니다.,163.0,2.72,https://www.youtube.com/watch?v=XyybPqgki3U,False,기타/엔터테인먼트
243,J77HSdzjvg8,배구 공놀이하는 천재 고양이 등장🫢,772.0,12.87,https://www.youtube.com/watch?v=J77HSdzjvg8,False,생활/돌봄
244,-EAxT_5RJWc,집에서 못받은 사랑 여기서 잔뜩 받고 왔습니다,518.0,8.63,https://www.youtube.com/watch?v=-EAxT_5RJWc,False,생활/돌봄
245,V5-GuQJgLZM,sub)🇰🇷한국 수의사 브이로그ㅣ템플스테이ㅣ고양이 합사 솔루션ㅣ절밥ㅣ스님과의 차담 (w.딤디님) 🐈,1141.0,19.02,https://www.youtube.com/watch?v=V5-GuQJgLZM,False,행동/감정;건강/진료;브이로그/서사
246,IBfxJ3iKGaI,sub)전세계 고양이에 도른자들 다 헤쳐모엿!,387.0,6.45,https://www.youtube.com/watch?v=IBfxJ3iKGaI,False,기타/엔터테인먼트
247,pjz4ycfF_zk,“이걸” 한다면 수속성 고양이 확정! (feat. 미야옹철 수의사),86.0,1.43,https://www.youtube.com/watch?v=pjz4ycfF_zk,False,건강/진료
248,KisGxxtIk6I,눈만 핥는 이상한 고양이 😂 😂,109.0,1.82,https://www.youtube.com/watch?v=KisGxxtIk6I,False,기타/엔터테인먼트
249,rfRKMu_SaBc,사나운 고양이를 개냥이로 만드는 가장 쉬운 방법 (feat. 수의사),886.0,14.77,https://www.youtube.com/watch?v=rfRKMu_SaBc,False,건강/진료
250,62_VdWgfjZA,"고양이 건강검진, 이렇게 하면 안됩니다. (고부해 피디님이 달라졌어요)",375.0,6.25,https://www.youtube.com/watch?v=62_VdWgfjZA,False,건강/진료
251,QL74SYYI8Qo,고양이도 집사에게 삐질까? (feat. 수의사),995.0,16.58,https://www.youtube.com/watch?v=QL74SYYI8Qo,False,건강/진료;생활/돌봄
252,Kn1yA1TFFg8,레이디의 숨겨왔던 비밀을 짜버리다💩고양이 항문낭의 모든것...🤎,441.0,7.35,https://www.youtube.com/watch?v=Kn1yA1TFFg8,False,기타/엔터테인먼트
253,pMUYSKL3PcE,고양이는 단맛 못느낀다는데 왜 이렇게 수박을 좋아할까🍉,878.0,14.63,https://www.youtube.com/watch?v=pMUYSKL3PcE,False,행동/감정
254,zqE_o46y8y0,혹시 코로나도 경력직 인정되나요? 미야옹철 재확진 격리 vlog,435.0,7.25,https://www.youtube.com/watch?v=zqE_o46y8y0,False,기타/엔터테인먼트
255,2FDhF-vMQDU,"""수의사인 집사""는 자기가 키우는 고양이에게 뭘 먹일까? 🍚",389.0,6.48,https://www.youtube.com/watch?v=2FDhF-vMQDU,False,건강/진료;생활/돌봄
256,i21IWzQULsw,이왜진? 수의사인생을 뒤흔든 역대급 천재 고양이들🙀,810.0,13.5,https://www.youtube.com/watch?v=i21IWzQULsw,False,건강/진료
257,F0M8ATOj3wI,더운 여름🥵 고양이 집사가 모르면 안 되는 내용 총 정리,503.0,8.38,https://www.youtube.com/watch?v=F0M8ATOj3wI,False,생활/돌봄
258,kGWI5uRe4N4,고양이가 화장실 앞에서 우는 진짜 이유 (feat. 수의사),314.0,5.23,https://www.youtube.com/watch?v=kGWI5uRe4N4,False,건강/진료;생활/돌봄
259,eN7SpQyeKwE,어딘가 조금씩 이상한 고양이 모음집 ㅋㅋㅋㅋㅋㅋ,870.0,14.5,https://www.youtube.com/watch?v=eN7SpQyeKwE,False,생활/돌봄
260,lGHzZKAwYwY,손에 물 안 묻히고 10분 만에 화장실 모래 청소하는 비법,375.0,6.25,https://www.youtube.com/watch?v=lGHzZKAwYwY,False,생활/돌봄
261,V_RqEOPEUIE,고양이는 배 속의 아기를 느끼고 임신했다는 사실을 알까?,809.0,13.48,https://www.youtube.com/watch?v=V_RqEOPEUIE,False,브이로그/서사
262,4OHMY5hDuRM,도대체 화장실 벽은 왜 긁는거야? 알고 싶은 고양이 마음😔,874.0,14.57,https://www.youtube.com/watch?v=4OHMY5hDuRM,False,생활/돌봄
263,BsdfUZK-Loo,애교쟁이 호섭처남이 침대 밑에서 안 나오게 된 사연은? 미야옹철의 솔루션 출동!,486.0,8.1,https://www.youtube.com/watch?v=BsdfUZK-Loo,False,기타/엔터테인먼트
264,WOQzrOuJm_A,고양이에게 미움받는 사람 특징,232.0,3.87,https://www.youtube.com/watch?v=WOQzrOuJm_A,False,기타/엔터테인먼트
265,MfWwvcA9H-A,수의사가 리뷰하는 장화신은 고양이: 끝내주는 모험! 😼(feat. 거머리 치료법 검증),635.0,10.58,https://www.youtube.com/watch?v=MfWwvcA9H-A,False,건강/진료
266,Da8YVWzZIK8,고양이를 왜 기르냐구요? 😼,751.0,12.52,https://www.youtube.com/watch?v=Da8YVWzZIK8,False,기타/엔터테인먼트
267,0uRCW3tIm8c,시원하고 행복한 여름 보내야지~🍉여름철 고양이가 잘 걸리는 질병 4가지와 예방법!,549.0,9.15,https://www.youtube.com/watch?v=0uRCW3tIm8c,False,건강/진료
268,olaimpqWS6s,고양이 이물섭취시 생사를 가르는 보호자의 행동 4가지!,610.0,10.17,https://www.youtube.com/watch?v=olaimpqWS6s,False,행동/감정;생활/돌봄
269,plwIBk50hbU,우울할 때 보는 초초초특급 개냥이💘,710.0,11.83,https://www.youtube.com/watch?v=plwIBk50hbU,False,기타/엔터테인먼트
270,NCkpqPSRzfQ,이렇게 적나라해도 될까..❓ 동물병원 진료실 뒷편에서 벌어지는 전과정 최초 공개합니다,792.0,13.2,https://www.youtube.com/watch?v=NCkpqPSRzfQ,False,건강/진료
271,yGGiHYJjjAc,이 중에 당신의 묘연이 있을지도 몰라요 입양을 기다리는 천사냥이들을 소개합니다! (feat.모래기부),526.0,8.77,https://www.youtube.com/watch?v=yGGiHYJjjAc,False,생활/돌봄
272,gHSHS_4mAPw,가자 새집으로,490.0,8.17,https://www.youtube.com/watch?v=gHSHS_4mAPw,False,생활/돌봄
273,mgt-Jd-_Xns,sub) 남매인가? 웬수인가? 세상 모든 다묘가정에게 바치는 달콤살벌 뚜리뚜바 통역!,897.0,14.95,https://www.youtube.com/watch?v=mgt-Jd-_Xns,False,건강/진료
274,Lx8x9-1HIeQ,"수의사냐고요? 면발불리기 아티스트예요 고소공포증 있는 고양이, 창문에 비둘기 부르는 집사썰!",723.0,12.05,https://www.youtube.com/watch?v=Lx8x9-1HIeQ,False,건강/진료;생활/돌봄
275,Bfz5fbd6Bb8,수의사가 군대를 가면 일어나는 충격적인 일😱,464.0,7.73,https://www.youtube.com/watch?v=Bfz5fbd6Bb8,False,건강/진료
276,EoPbSBBorEA,이게 바로 집사 널 사랑한다는 뜻이야! 아직도 모르겠니? 내 마음을🫶,819.0,13.65,https://www.youtube.com/watch?v=EoPbSBBorEA,False,생활/돌봄
277,EPSLovZu1qw,합사해버렸습니다 과연 사모님 애기씨의 반응은?,311.0,5.18,https://www.youtube.com/watch?v=EPSLovZu1qw,False,행동/감정;브이로그/서사
278,w-Tq5AIfGlQ,철벽 치는 고양이와 친해지는 유일한 방법 (feat. 수의사),711.0,11.85,https://www.youtube.com/watch?v=w-Tq5AIfGlQ,False,건강/진료
279,Tl2oC13DgK8,놀랍습니다! 돌덩이가 고양이 모래로 변하는 과정! 국내최초 블랜딩 모래 제작공정 full공개 🪨🔨(feat.갈취왕 미야옹철),557.0,9.28,https://www.youtube.com/watch?v=Tl2oC13DgK8,False,건강/진료;생활/돌봄
280,6hubGrQ48f4,고양이 키우면 이거 필수! 몰랐던 시절로 돌아갈 수 없는 집사 인생템을 소개합니다💎,481.0,8.02,https://www.youtube.com/watch?v=6hubGrQ48f4,False,생활/돌봄
281,80KXkYBn5V4,좀 쳐진 우리집 고양이.. 이래도 괜찮은걸까요? 🥺,880.0,14.67,https://www.youtube.com/watch?v=80KXkYBn5V4,False,생활/돌봄
282,JuBfBWSruCU,고양이 두고 외박할 땐 어떻게 해요? 수의사가 직접 보여드립니다,385.0,6.42,https://www.youtube.com/watch?v=JuBfBWSruCU,False,건강/진료
283,CcsOW6UXDdM,sub) 눈나! 전화 좀 받아바! 한국말하는 고양이 호섭이 통역,806.0,13.43,https://www.youtube.com/watch?v=CcsOW6UXDdM,False,기타/엔터테인먼트
284,rI3f8uh4iak,고양이 집사들이 나도 모르게 하고 있는 실수 12가지!!,905.0,15.08,https://www.youtube.com/watch?v=rI3f8uh4iak,False,생활/돌봄
285,Os1NR_RolsU,멀쩡하던 고양이가 갑자기! 김명철 수의사가 겪은 고양이 급사의 순간들..,848.0,14.13,https://www.youtube.com/watch?v=Os1NR_RolsU,False,건강/진료
286,nIN29SLfC6I,고양이가 꾹꾹이 하는데 🌶가…괜찮나요?,730.0,12.17,https://www.youtube.com/watch?v=nIN29SLfC6I,False,기타/엔터테인먼트
287,4CrwU09iu6w,셀프로 정수기 눌러서 물먹는 고양이 어떤데..,810.0,13.5,https://www.youtube.com/watch?v=4CrwU09iu6w,False,기타/엔터테인먼트
288,6yCJiYF1-Yk,고양이 프로그램 경력 n년이면 집사왕인가요? 응 아니죠~ 미야옹철의 고부해 피디집 긴급 현장점검,794.0,13.23,https://www.youtube.com/watch?v=6yCJiYF1-Yk,False,생활/돌봄
289,SEwqi35qUuE,대한민국 보호자가 파양을 결심하는 5가지 이유.. 반려동물 파양에 대한 이야기,673.0,11.22,https://www.youtube.com/watch?v=SEwqi35qUuE,False,생활/돌봄;브이로그/서사
290,ZEGLcPVhbe8,초면에 내 무릎을 차지한 고양이의 속마음은?,853.0,14.22,https://www.youtube.com/watch?v=ZEGLcPVhbe8,False,기타/엔터테인먼트
291,LkgJbpJfRE8,고양이가 물을 안먹는다구요? 그럼 이 영상을 보셔야합니다🚰🐱,501.0,8.35,https://www.youtube.com/watch?v=LkgJbpJfRE8,False,기타/엔터테인먼트
